"name","dateEstablished","city","country","longitude","latitude"
"Taco Bell","2019","Lafayette","US",-92.06992,30.17372
"Subway","2019","Eunice","US",-92.43419,30.49536
"Subway","2019","Pineville","US",-92.40711,31.367
"Subway","2019","Ball","US",-92.41118,31.40654
"Sonic Drive-In","2019","Rayne","US",-92.24859,30.204508
"Popeyes Louisiana Kitchen","2019","New Orleans","US",-90.07468,29.94083
"Subway","2019","New Orleans","US",-90.07261,29.95323
"Burger King","2019","Lafayette","US",-92.02214,30.21457
"Subway","2019","Chalmette","US",-89.98436,29.95577
"Wendy's","2019","Lake Charles","US",-93.23198,30.19863
"Wendy's","2019","Sulphur","US",-93.37583,30.21956
"Sonic Drive-In","2019","Kenner","US",-90.23672,30.00652
"Taco Bell","2018","Donaldsonville","US",-90.997025,30.101799
"McDonald's","2019","Lafayette","US",-92.06306,30.23141
"Subway","2017","Lake Charles","US",-93.23183,30.39701
"Dairy Queen Grill and Chill","2019","Monroe","US",-92.07857,32.5376
"Burger King","2019","Monroe","US",-92.07779,32.55079
"Subway","2019","Alexandria","US",-92.45235,31.27852
"Popeyes Louisiana Kitchen","2019","Metairie","US",-90.23408,29.97945
"Subway","2019","New Orleans","US",-90.11283,30.02025
"McDonald's","2019","New Orleans","US",-90.08819,29.9667
"Taco Bell","2017","Gretna","US",-90.053116,29.910807
"Lees Hamburgers","2019","Covington","US",-90.08417,30.44427
"Tamolly's Mexican Restaurant","2019","Bossier City","US",-93.71251,32.55912
"Subway","2019","Monroe","US",-92.11502,32.52995
"McDonald's","2019","West Monroe","US",-92.12777,32.50378
"Domino's Pizza","2019","Baton Rouge","US",-91.1604,30.47812
"Chick-Fil-A","2016","Baton Rouge","US",-91.06326,30.38539
"Taco Bell","2017","Baton Rouge","US",-91.06603,30.38366
"Five Guys Burgers Fries","2019","New Orleans","US",-90.18428,29.96093
"Burger King","2019","Slidell","US",-89.76871,30.31137
"Burger King","2019","Slidell","US",-89.77796,30.28507
"Wendy's","2016","Slidell","US",-89.72382,30.28971
"Wendy's","2019","Shreveport","US",-93.86578,32.44756
"Whataburger","2017","Shreveport","US",-93.71381,32.4316
"Burger King","2019","Shreveport","US",-93.86422,32.448
"Wingstop Restaurant","2019","Shreveport","US",-93.86654,32.44786
"McDonald's","2019","Shreveport","US",-93.74649,32.45353
"Subway","2019","Shreveport","US",-93.78193,32.55835
"Subway","2019","Bossier City","US",-93.64762,32.54126
"Subway","2019","Shreveport","US",-93.86716,32.4487
"KFC","2015","Spartanburg","US",-81.886346,34.918549
"Burger King","2015","Brownsville","US",-89.258199,35.593392
"Burger King","2016","San Jose","US",-121.863598,37.249953
"McDonalds","2017","Tuskegee","US",-85.693561,32.421275
"Pizza Hut","2016","Danville","US",-79.422956,36.586191
"Pizza Hut","2015","Hialeah","US",-80.27443,25.858041
"Pizza Hut","2017","Birmingham","US",-86.866104,33.350059
"Pizza Hut","2016","Rainbow City","US",-86.04226,33.957405
"SUBWAY","2019","Foley","US",-87.682875,30.398404
"Churchs Chicken","2016","Oklahoma City","US",-97.369733,35.492662
"Subway","2017","Birmingham","US",-86.819843,33.472288
"KFC","2015","Altavista","US",-79.28005,37.116071
"Steak 'n Shake","2015","Smyrna","US",-84.473497,33.886803
"KFC","2017","Winter Haven","US",-81.723552,28.004427
"Long John Silvers","2016","Owensboro","US",-87.123766,37.721035
"SUBWAY","2015","Los Angeles","US",-118.282092,33.974417
"Pizza Hut","2016","Brooksville","US",-82.40818,28.53361
"Moe's Southwest Grill","2017","Brandon","US",-82.2687,27.9376
"Chick-Fil-A","2015","Orlando","US",-81.223314,28.59695
"ChickfilA","2019","Saint Augustine","US",-81.316265,29.892164
"Taco Bell","2016","Grenada","US",-89.834295,33.783438
"Cozy Coffee Bistro","2017","Greenacres","US",-117.153427,47.662074
"Jack in the Box","2015","San Francisco","US",-122.415924,37.807789
"SUBWAY","2016","Quinlan","US",-96.050926,32.903594
"Captain Ds","2016","Florence","US",-87.626521,34.830861
"Domino's Pizza","2019","Colorado Springs","US",-104.70158,38.84534
"Taco Bell","2019","Limon","US",-103.7101,39.26944
"Sonic Drive-In","2019","La Junta","US",-103.55184,37.98741
"Domino's Pizza","2019","Pueblo","US",-104.60838,38.29804
"Taco John's","2019","Greeley","US",-104.71867,40.42328
"Baba Pop's Kitchen","2019","Denver","US",-104.99459,39.749107
"Subway","2019","Denver","US",-105.05476,39.74721
"Taco Bell","2019","Colorado Springs","US",-104.8166,38.87384
"Chick-Fil-A","2019","Colorado Springs","US",-104.71755,38.886
"McDonalds","2017","Jacksonville","US",-92.112551,34.884653
"Burger King","2017","Caldwell","US",-116.66344,43.662235
"McDonalds","2016","Roanoke Rapids","US",-77.633986,36.427636
"Burger King","2015","Long Prairie","US",-94.866082,45.97157
"Panda Express","2016","Sherwood","US",-122.838988,45.367652
"Subway","2016","Abingdon","US",-76.31498,39.462716
"McDonalds","2019","Fairfield","US",-88.37697,38.37957
"SUBWAY","2016","Erie","US",-80.106735,42.100509
"KFC","2016","Westbury","US",-73.569099,40.751598
"Nathans Famous","2016","Jericho","US",-73.54647,40.78503
"Taco Bell","2015","Charleston","US",-81.669309,38.481018
"McDonalds","2016","Cape Girardeau","US",-89.583433,37.302582
"Burger King","2015","Seattle","US",-122.328391,47.545654
"Port of Subs","2016","Las Vegas","US",-115.319464,36.132979
"Burger King","2016","Corbin","US",-84.087582,36.969102
"Dominos Pizza","2016","Buffalo","US",-78.86975,42.960316
"Huddle House","2019","Brooklet","US",-81.710285,32.253407
"SUBWAY","2019","Pomona","US",-117.760327,34.059409
"Chipotle Mexican Grill","2019","Hyattsville","US",-76.939915,38.955764
"Dairy Queen","2017","Denver","US",-104.97782,39.89213
"Church's Chicken","2017","Andalusia","US",-86.4637,31.3156
"Hardee's","2016","Prattville","US",-86.456438,32.459682
"Cook Out","2018","Jacksonville","US",-85.76081,33.81151
"KFC","2017","Welch","US",-81.555879,37.429248
"Quiznos","2015","Saint Pauls","US",-78.973829,34.806931
"Taco Bell","2017","Oklahoma City","US",-97.643854,35.555559
"KFC","2017","Greenville","US",-82.361031,34.842504
"Dairy Queen","2015","Hebron","US",-82.53639,39.94595
"Yoshinoya","2018","Huntington Park","US",-118.223286,33.974403
"Subway","2016","Havelock","US",-76.937127,34.914018
"Sonic DriveIn","2016","Rockmart","US",-85.000773,33.892174
"Blimpie","2016","Greensboro","US",-79.776029,36.073131
"McDonalds","2015","Eldridge","US",-90.575452,41.654297
"Toppers Pizza","2019","Wausau","US",-89.656873,44.959442
"Albee's NY Gyros","2015","Eugene","US",-123.0983,44.0477
"Captain D's Seafood","2017","Fairfield","US",-86.9084,33.4662
"McDonalds","2017","Houston","US",-95.508702,29.851936
"SUBWAY","2017","Tampa","US",-82.5709,27.99711
"Little Caesars Pizza","2015","Mesa","US",-111.815287,33.43578
"McDonalds","2016","Martinsburg","US",-77.90871,39.544392
"Taco Bell","2017","Portland","US",-122.623103,45.405038
"McDonalds","2016","Wheelersburg","US",-82.856997,38.717384
"Pizza Hut","2017","Miami","US",-80.290626,25.807867
"Wendys","2016","Dacula","US",-83.912816,34.071771
"SUBWAY","2017","Halifax","US",-76.925668,40.454726
"McDonalds","2017","West Palm Beach","US",-80.054711,26.790986
"Jack in the Box","2015","Renton","US",-122.215937,47.476954
"McDonalds","2016","Florence","US",-79.808624,34.186904
"Wendys","2015","Mesa","US",-111.599851,33.393847
"Pizza Hut","2015","Wadsworth","US",-81.73006,41.048958
"Dairy Queen","2016","Wickenburg","US",-112.772649,34.002741
"Dominos Pizza","2016","Portland","US",-122.62637,45.533099
"Arbys","2017","Cleveland","US",-81.535929,41.50222
"Wendys","2016","Heath","US",-82.429048,40.037793
"Wendys","2016","Philadelphia","US",-75.059425,40.047869
"Wendys","2016","Avondale","US",-112.273621,33.456364
"Firehouse Subs","2016","Goodlettsville","US",-86.697517,36.330923
"Dairy Queen","2015","Fortville","US",-85.850639,39.929643
"Dairy Queen","2016","Vancouver","US",-122.591275,45.617345
"Subway","2017","Columbia","US",-81.040026,34.012584
"Burger King","2017","Edinburg","US",-98.164583,26.287321
"McDonalds","2016","Macon","US",-83.567834,32.806037
"McDonalds","2019","Edinburg","US",-98.181436,26.301965
"Firehouse Subs","2015","Blacksburg","US",-80.432252,37.233602
"Dairy Queen","2015","Cleveland","US",-81.739438,41.383139
"Tim Hortons","2017","Canal Winchester","US",-82.823535,39.911846
"Dairy Queen","2016","Middlebury","US",-85.701112,41.683805
"Boston Market","2017","Fort Lauderdale","US",-80.123036,26.189534
"SUBWAY","2015","Johnstown","US",-82.686574,40.152515
"SONIC Drive In","2016","Hereford","US",-102.405981,34.828387
"Pizza Hut","2016","Headland","US",-85.327907,31.354892
"McDonalds","2016","Dallas","US",-96.864043,32.865349
"McDonalds","2016","Battle Creek","US",-85.178621,42.261596
"Pizza Hut","2015","Charlotte","US",-80.891993,35.244064
"Panera Bread","2016","Palm City","US",-80.292702,27.171115
"SUBWAY","2016","Preston","US",-121.936878,47.526203
"SUBWAY","2017","Bronx","US",-73.912963,40.820323
"Carls Jr Green Burrito","2016","Syracuse","US",-112.066887,41.089512
"Nicks Gyros and Phillys","2016","Charleston","US",-80.021842,32.907693
"Freddys Frozen Custard Steakburgers","2016","Owasso","US",-95.840655,36.290717
"Chipotle Mexican Grill","2015","Columbus","US",-82.866786,40.019649
"Dominos Pizza","2016","Ballston Spa","US",-73.849784,43.007114
"McDonalds","2017","Apex","US",-78.842788,35.714836
"Pollo Tropical","2015","Fort Myers","US",-81.871189,26.559155
"Dairy Queen","2018","Blakely","US",-84.952281,31.372028
"Jimmy Johns","2017","Seattle","US",-122.261402,47.45266
"Whataburger","2017","Pasadena","US",-95.169651,29.650066
"Dairy Queen","2017","Beardstown","US",-90.425983,40.019154
"McDonalds","2017","Dripping Springs","US",-98.084026,30.192027
"Panera Bread","2016","Valparaiso","US",-87.027582,41.468062
"Subway","2016","Alhambra","US",-118.112872,34.078407
"Jimmy Johns","2017","Lexington","US",-84.52051,38.031505
"Subway","2015","Lake Bluff","US",-87.876257,42.304503
"Steak n Shake","2018","Elgin","US",-88.339471,42.026508
"SONIC Drive In","2016","Spring","US",-95.47285,30.048633
"Pizza Hut","2015","Fayetteville","US",-78.880019,35.125486
"Five Guys","2017","Dumfries","US",-77.333009,38.597073
"The Emerald","2015","Pullman","US",-117.172853,46.7392
"Jimmy Johns","2017","Chesapeake","US",-76.230672,36.769649
"Subway","2016","New Orleans","US",-90.067956,29.947797
"SUBWAY","2017","Goleta","US",-119.855291,34.413237
"SONIC Drive In","2015","Lafayette","US",-92.063116,30.230787
"McDonalds","2016","La Plata","US",-76.98441,38.536745
"Bob Evans Restaurant","2015","Brownsburg","US",-86.393408,39.858076
"Browns Diner","2017","Nashville","US",-86.802258,36.130688
"McDonalds","2017","Indianapolis","US",-86.236869,39.823442
"ChickfilA","2016","Cary","US",-78.742352,35.759957
"Baja Buds","2016","Los Angeles","US",-118.429292,34.02748
"Wendys","2017","Fort Lauderdale","US",-80.368894,26.094834
"Burger King","2017","San Mateo","US",-122.302013,37.541871
"Subway Sandwiches","2016","Oakland","US",-122.278181,37.795923
"Burger King","2016","Virginia Beach","US",-76.179748,36.837937
"Popeyes Louisiana Kitchen","2019","Houston","US",-95.341965,29.793859
"Pizza Hut","2015","Cleveland","US",-81.702325,41.483479
"KFC","2016","Asheville","US",-82.521266,35.500171
"KFC","2016","Fayetteville","US",-79.014946,35.063139
"Popeyes","2016","New Orleans","US",-89.974762,30.036124
"SUBWAY","2015","San Juan","US",-98.166002,26.200247
"SONIC Drive In","2016","Elkton","US",-75.826483,39.600175
"Subway","2016","New Albany","US",-85.797117,38.350043
"Chipotle Mexican Grill","2015","Perrysburg","US",-83.60068,41.548495
"DQ Grill Chill Orange Julius","2015","Medina","US",-81.864511,41.152853
"Subway","2019","Anderson","US",-122.28863,40.43154
"Wingstop Restaurant","2019","Daly City","US",-122.48435,37.7007
"Carl's Jr.","2019","North Hollywood","US",-118.38828,34.1908
"Subway","2017","Rancho Cordova","US",-121.28527,38.5837
"McDonald's","2019","San Ysidro","US",-117.05825,32.55759
"Hamburger Mary's","2019","San Francisco","US",-122.43486,37.76022
"Panda Express","2019","Sunland","US",-118.31234,34.259674
"Burger King","2019","Sunnyvale","US",-122.02938,37.39545
"Original Tommy's Hamburgers","2019","Burbank","US",-118.32032,34.18976
"McDonald's","2018","Pleasanton","US",-121.8843,37.70047
"Sabieng Thai Cuisine","2019","Santa Cruz","US",-122.03792,36.96915
"El Pollo Loco","2019","San Mateo","US",-122.32223,37.56524
"Super Duper Burgers","2019","San Francisco","US",-122.40399,37.79119
"Stefano's Pizzeria","2019","Novato","US",-122.57131,38.09904
"Jimmy John's","2019","Rowland Heights","US",-117.93118,33.99473
"Jimmy John's","2019","Irvine","US",-117.83831,33.65076
"BLIMPIE","2019","Lomita","US",-118.31016,33.789463
"Fosters Freeze","2019","Lodi","US",-121.28871,38.13903
"McDonald's","2019","Irvine","US",-117.85697,33.68556
"SUBWAY","2016","Chillicothe","US",-82.951,39.338
"KFC","2017","Cleveland","US",-81.5362,41.5208
"Taco Johns","2016","Buffalo","US",-106.697465,44.35423
"Qdoba Mexican Eats","2017","Jean","US",-115.3922,35.61002
"SUBWAY","2016","Georgetown","US",-84.5357,38.2313
"Pizza Hut","2016","Portsmouth","US",-82.9918,38.7491
"Oriental Super Buffet","2017","Zanesville","US",-82.0009,39.9485
"Burger King","2017","Maysville","US",-83.7925,38.6283
"Wendy's","2019","Dalton","US",-81.6926,40.7955
"Pizza Hut","2016","Moundsville","US",-80.7526,39.9315
"KFC","2014","Moundsville","US",-80.7511,39.9289
"Pizza Hut","2015","Bridgeport","US",-80.7516,40.0714
"KFC","2018","Ashtabula","US",-80.7556,41.8775
"Subway","2017","Jefferson","US",-80.7701,41.7417
"KFC","2019","Marion","US",-83.0787,40.5809
"Pizza Hut","2016","Cambridge","US",-81.5852,40.0121
"KFC","2019","Weirton","US",-80.593,40.3934
"Pizza Hut","2015","Springfield","US",-83.83,39.9512
"Pizza Hut","2016","Springfield","US",-83.7858,39.9644
"McDonald's","2016","Springfield","US",-83.7848,39.9655
"Panera Bread","2017","Springfield","US",-83.8295,39.9515
"Dairy Queen","2016","Holland","US",-83.7041,41.6128
"Burger King","2019","Hewlett","US",-73.7043,40.6442
"Burger King","2015","Grand Island","US",-78.9505,43.0076
"McDonald's","2016","Lake Placid","US",-73.9953,44.2937
"Burger King","2016","Jericho","US",-73.5639,40.7787
"Domino's Pizza","2017","Mastic","US",-72.8522,40.8045
"Burger King","2019","Bay Shore","US",-73.238,40.7261
"Panera Bread","2017","Bohemia","US",-73.0911,40.765
"KFC","2016","Watertown","US",-75.9346,43.977
"Moe's Southwest Grill","2017","Waterloo","US",-76.8471,42.9671
"Dixie Lee Fried Chicken","2017","Ogdensburg","US",-75.4911,44.6959
"Wendy's","2016","Whiteville","US",-78.7076,34.3386
"McDonald's","2017","West Jefferson","US",-81.4877,36.3822
"KFC","2019","Williamston","US",-77.0658,35.8352
"Bojangles' Famous Chicken 'n Biscuits","2017","Beulaville","US",-77.7717,34.9276
"SUBWAY","2016","Burwell","US",-99.1257,41.7796
"QDOBA Mexican Eats","2017","Bismarck","US",-100.7881,46.8026
"McDonald's","2017","Fargo","US",-96.8628,46.8516
"Runza","2015","Nebraska City","US",-95.8591,40.6711
"Runza","2017","Holdrege","US",-99.3818,40.4368
"Chick-fil-A","2017","Cullowhee","US",-83.1843,35.3096
"Moe's Southwest Grill","2017","Cullowhee","US",-83.1843,35.3096
"McDonald's","2019","Columbus","US",-82.2042,35.2485
"Pizza Hut","2016","Whittier","US",-83.3124,35.4633
"Pizza Hut","2017","Sanford","US",-79.154,35.4656
"Subway","2017","Socorro","US",-106.8921,34.0651
"McDonald's","2019","Farmington","US",-108.1502,36.7666
"Domino's Pizza","2016","Hobbs","US",-103.1452,32.7254
"Taco Bell","2017","Grants","US",-107.8269,35.1284
"McDonald's","2016","Murfreesboro","US",-77.0917,36.442
"Pizza Hut","2016","Morehead City","US",-76.7528,34.7251
"Pizza Hut","2016","Kinston","US",-77.6053,35.2707
"Hardee's","2017","Jefferson","US",-81.457,36.4203
"Slice Of Life","2015","Wilmington","US",-77.9478,34.2356
"Chick-fil-A","2016","Henderson","US",-78.4385,36.3362
"Bojangles' Famous Chicken 'n Biscuits","2016","Salisbury","US",-80.5127,35.692
"Bojangles' Famous Chicken 'n Biscuits","2017","Salisbury","US",-80.5208,35.6132
"Time Warner Cable","2016","Havelock","US",-76.9214,34.8891
"Pizza Hut","2016","Shelby","US",-81.5315,35.2748
"KFC","2019","Kings Mountain","US",-81.3351,35.2411
"Mai-Tai Restaurant","2016","Jacksonville","US",-77.418,34.7607
"Pizza Hut","2017","Laurinburg","US",-79.4864,34.7482
"Panera Bread","2016","Chapel Hill","US",-79.059,35.9114
"Waffle House","2016","Mebane","US",-79.2737,36.0737
"McDonald's","2019","Mebane","US",-79.2727,36.0739
"Hardee's","2015","Goldsboro","US",-77.9657,35.3976
"Waffle House","2015","Goldsboro","US",-77.9657,35.3972
"Cook Out","2016","Dunn","US",-78.6274,35.3164
"SUBWAY","2016","Angier","US",-78.7409,35.5132
"Jersey Mike's Subs","2016","Rocky Mount","US",-77.8228,35.973
"Chick-fil-A","2016","Rocky Mount","US",-77.8098,35.9768
"Bojangles' Famous Chicken 'n Biscuits","2018","Nashville","US",-77.9747,35.9779
"Waffle House","2016","Tarboro","US",-77.5488,35.8896
"Panera Bread","2017","Greensboro","US",-79.8197,36.1028
"Panera Bread","2017","Greensboro","US",-79.7951,36.1315
"Krispy Kreme","2016","Asheville","US",-82.5893,35.5866
"KFC","2019","Denver","US",-81.0634,35.5558
"Hardee's","2015","Spring Lake","US",-78.9724,35.1626
"Hardee's","2017","Fayetteville","US",-78.8954,35.019
"KFC","2019","Richfield","US",-80.2689,35.4727
"Subway","2016","Kill Devil Hills","US",-75.6721,36.0324
"Jersey Mike's Subs","2015","Wilson","US",-77.9478,35.6981
"KFC","2019","Wilson","US",-77.9489,35.72
"Subway","2017","Superior","US",-98.0666,40.0209
"McDonald's","2019","West Point","US",-96.7101,41.851
"McDonald's","2014","Cameron","US",-94.216,39.7526
"Wendy's","2019","Kennett","US",-90.0404,36.2369
"McDonald's","2017","Columbia","US",-92.2899,38.9633
"SUBWAY","2018","Prentiss","US",-89.8747,31.5893
"Wendy's","2019","Philadelphia","US",-89.1278,32.77
"Sonic Drive-In","2019","Monticello","US",-90.1079,31.552
"Wendy's","2019","Corinth","US",-88.515,34.9215
"Wendy's","2019","Carthage","US",-89.5478,32.7275
"Sweet Pepper's Deli","2018","Columbus","US",-88.4191,33.6156
"McDonald's","2019","Kingdom City","US",-91.9435,38.9413
"Chipotle Mexican Grill","2015","Seattle","US",-122.321036,47.61341
"McDonald's","2017","Grenada","US",-89.8251,33.7761
"McDonald's","2019","Dillon","US",-112.6295,45.2244
"Taco John's","2019","Browning","US",-113.0178,48.5557
"McDonald's","2018","Pascagoula","US",-88.528,30.378
"McDonald's","2019","Kodiak","US",-152.4066,57.7908
"Pizza 4 Less","2017","Fairbanks","US",-147.7221,64.8477
"Subway","2016","Seward","US",-149.4418,60.1169
"Dairy Queen","2016","Hortonville","US",-88.633183,44.335577
"SUBWAY","2015","Lacey","US",-122.807073,46.996305
"AW","2019","Woods Cross","US",-111.8984,40.883904
"Einstein Bros Bagels","2016","Tigerville","US",-82.368386,35.068395
"Dairy Queen","2017","Fort Lauderdale","US",-80.347243,26.05901
"Dairy Queen","2017","Byrdstown","US",-85.166209,36.560519
"Pizza Hut","2017","Batesburg","US",-81.535954,33.907941
"Pizza Hut","2016","Clintwood","US",-82.467157,37.149206
"Pizza Hut","2017","Albuquerque","US",-106.642941,35.131729
"KFC","2015","Paramount","US",-118.15184,33.874451
"Sbarro","2016","Lancaster","US",-82.628827,39.731674
"Burger King","2017","Seneca Falls","US",-76.776084,42.92405
"Burger King","2015","San Diego","US",-117.10619,32.74995
"SONIC Drive In","2016","Covington","US",-83.83488,33.600378
"Subway","2017","Salt Lake City","US",-111.833533,40.638822
"McDonalds","2016","King George","US",-77.073118,38.340278
"Taco Bell","2017","Greensboro","US",-79.906501,36.12543
"Subway","2015","Portland","US",-122.609305,45.496097
"Taco Bell","2018","Brooklyn","US",-73.891794,40.64946
"Gyro Express","2016","Columbus","US",-82.964766,40.060732
"Peteys City Grill","2016","Valparaiso","US",-87.063908,41.458896
"McDonalds","2016","Havre de Grace","US",-76.100706,39.553394
"Stars DriveIn","2015","Mercedes","US",-97.913169,26.146403
"Arbys","2015","Oklahoma City","US",-97.639026,35.592991
"Wendys","2017","Atlanta","US",-84.421386,33.738411
"Hot Dog on a Stick","2019","Valencia","US",-118.558026,34.417139
"SONIC Drive In","2017","Sulphur","US",-93.356575,30.23709
"Papa Johns Pizza","2016","Danville","US",-79.406262,36.610732
"Jack in the Box","2015","Everett","US",-122.229855,47.920735
"SONIC Drive In","2016","Allentown","US",-75.436416,40.636009
"Panda Express","2017","Enterprise","US",-85.837443,31.32725
"Panera Bread","2019","Portage","US",-85.5902,42.2305
"Taco Bell","2017","Pontiac","US",-83.24919,42.62031
"Burger King","2017","Ann Arbor","US",-83.838496,42.284725
"Church's Chicken","2015","Tuscaloosa","US",-87.504996,33.206109
"Jimmy John's","2016","Florence","US",-87.676,34.8001
"Pizza Hut","2016","Albertville","US",-86.19966,34.27301
"Pizza Hut","2017","Jackson","US",-87.89021,31.53432
"In-N-Out Burger","2015","Lake Elsinore","US",-117.2985,33.6636
"Taco Bell","2016","Denver","US",-105.025065,39.710231
"Jack in the Box","2017","Honolulu","US",-157.92693,21.353172
"Culver's","2016","Glendale","US",-112.2719612,33.50946163
"Rudys Hot Dog","2015","Toledo","US",-83.564816,41.692834
"Panera Bread","2016","Vancouver","US",-122.663345,45.674595
"zpizza","2016","Sacramento","US",-121.516891,38.480682
"Waffle House","2017","Birmingham","US",-86.805401,33.414658
"Five Guys","2018","Long Beach","US",-118.108469,33.753783
"Quiznos Sub","2017","Broomall","US",-75.356835,39.981111
"Subway","2016","Dallas","US",-96.758498,32.883455
"Wendys","2016","San Diego","US",-117.188381,32.901584
"Foxs Pizza Den","2016","Richland Center","US",-90.377124,43.320949
"Dairy Queen","2016","De Smet","US",-97.552251,44.382877
"Taco Bell","2016","Calimesa","US",-117.058108,33.994019
"Pizza Hut","2017","Kennewick","US",-119.129325,46.206559
"Midas Burger","2016","Arab","US",-86.503504,34.32007
"SONIC Drive In","2016","Washington","US",-113.518924,37.129338
"Sonic DriveIn","2015","Loveland","US",-105.077937,40.437862
"Orange Julius","2017","Albemarle","US",-80.194454,35.387888
"McDonalds","2015","Renton","US",-122.159714,47.504227
"Wendys","2017","Concord","US",-122.043851,37.953464
"Burger King","2015","Bluffton","US",-85.168839,40.747553
"McDonalds","2016","Elk Grove Village","US",-87.957191,42.021817
"Burger King","2017","Huntington","US",-73.425056,40.874543
"Subway","2016","Aurora","US",-88.25355,41.710888
"ChickfilA","2016","Durham","US",-78.958928,35.964943
"Bob Evans","2017","Mason","US",-84.313491,39.320848
"Raising Canes Chicken Fingers","2019","Lexington","US",-84.428291,38.040226
"McDonalds","2016","Kalispell","US",-114.332417,48.199944
"Dairy Queen","2015","Ashville","US",-82.987334,39.719525
"Leos Carryout","2017","South Point","US",-82.593821,38.451758
"ChickfilA","2016","Rockwall","US",-96.470513,32.894323
"Subway","2015","Baltimore","US",-76.602938,39.27099
"SUBWAY","2016","Reynoldsburg","US",-82.806486,39.954855
"Taco Bell","2017","Olympia","US",-122.910041,47.000254
"Wendys","2016","Ocala","US",-82.17771,29.158226
"McDonalds","2017","Richmond","US",-77.521099,37.538467
"Rocknes","2015","Cleveland","US",-81.735596,41.425269
"Checkers","2017","Romulus","US",-83.327191,42.238069
"Pizza Hut","2017","Bellevue","US",-122.137591,47.577635
"Hardees Red Burrito","2015","Highland","US",-89.681665,38.749345
"Fox's Pizza Den","2016","Zelienople","US",-80.1319,40.7979
"Wendy's","2019","Cincinnati","US",-84.3935,39.2917
"Mr Hero","2017","Northfield","US",-81.5291,41.3428
"Subway","2015","Toledo","US",-83.6243,41.7149
"Wendy's","2019","Cleveland","US",-81.7067,41.4825
"Subway","2017","Advance","US",-80.4438,36.0089
"Jersey Mike's Subs","2015","Cornelius","US",-80.878,35.484
"Taco Bell","2017","Charlotte","US",-80.7939,35.275
"Subway","2016","Mansfield","US",-82.5136,40.7776
"Jade's Chinese Restaurant","2016","Reynoldsburg","US",-82.808,39.9563
"Rally's","2019","Cleveland","US",-81.5836,41.4641
"Rally's","2019","Cleveland","US",-81.8018,41.4511
"SUBWAY","2016","Pittsboro","US",-79.1684,35.7456
"Chick-fil-A","2017","Charlotte","US",-80.9329,35.1996
"Pizza Hut","2015","Columbus","US",-82.88,39.9559
"Taco Bell","2016","Columbus","US",-83.0926,40.0663
"Burger King","2019","Medina","US",-81.8641,41.1522
"Firehouse Subs","2017","Beachwood","US",-81.4849,41.463
"Jimmy John's","2015","Greensboro","US",-79.8055,36.068
"Jack in the Box","2019","Charlotte","US",-80.9206,35.1125
"Domino's Pizza","2016","Raleigh","US",-78.7366,35.7442
"Taco Bell","2016","Grand Island","US",-98.3394,40.8999
"Subway","2017","Spencerville","US",-84.3531,40.7085
"Chilly Willy's","2016","Newcomerstown","US",-81.6105,40.2702
"Krispy Krunchy Chicken","2018","Waverly","US",-82.9795,39.1879
"Pizza Hut","2016","Youngstown","US",-80.6332,40.99
"Dairy Queen","2016","Akron","US",-81.5167,41.0744
"McDonald's","2016","Columbus","US",-83.0899,40.1116
"Moe's Southwest Grill","2016","Columbus","US",-82.8659,40.0267
"Burger King","2017","Amherst","US",-82.2246,41.3775
"McDonald's","2017","Seville","US",-81.9081,41.0303
"Dairy Queen","2016","Nags Head","US",-75.6063,35.9174
"Chick-fil-A","2017","Durham","US",-78.9736,35.9633
"Jimmy John's","2016","Durham","US",-78.9223,36.0077
"Pizza Hut","2015","Wake Forest","US",-78.5401,35.9804
"Papa John's Pizza","2016","Smithfield","US",-78.3118,35.5179
"Dairy Queen","2016","Weirton","US",-80.5485,40.4069
"Dairy Queen","2015","Lima","US",-84.1291,40.7437
"Subway","2016","Tyrone","US",-78.2164,40.7507
"McDonald's","2017","Pittsburgh","US",-79.7881,40.4772
"Dairy Queen","2016","Geneva","US",-80.9471,41.8017
"Dairy Queen","2015","Bridgeport","US",-80.7585,40.0707
"Silver Palace","2017","Portsmouth","US",-82.9687,38.7395
"Krispy Krunchy Chicken","2018","Norwalk","US",-82.6118,41.261
"Subway","2015","Akron","US",-81.5682,41.1091
"Jimmy John's","2016","Akron","US",-81.5224,41.076
"Chipotle Mexican Grill","2015","Lancaster","US",-82.6139,39.7315
"Wendy's","2019","Lakewood","US",-81.7684,41.4856
"Chronic Tacos","2017","Chapel Hill","US",-79.0078,35.9126
"SUBWAY","2016","Durham","US",-78.8511,35.9112
"Subway","2015","Mebane","US",-79.2949,36.0717
"Jersey Mike's Subs","2017","Raleigh","US",-78.7242,35.8067
"Subway","2016","Olean","US",-78.4685,42.0799
"Burger King","2017","Seaford","US",-73.4858,40.6745
"Long John Silver's","2016","Mount Pleasant","US",-79.5575,40.089
"SUBWAY","2017","Dublin","US",-83.0901,40.1241
"Panera Bread","2017","Columbus","US",-83.0193,40.1084
"Pizza Hut","2017","Tallmadge","US",-81.441,41.0864
"Pizza Hut","2016","Macedonia","US",-81.5168,41.3143
"Waffle House","2016","Akron","US",-81.4924,40.9885
"Panda Express","2016","Columbus","US",-82.8636,40.0648
"Chipotle Mexican Grill","2017","Cleveland","US",-81.6163,41.4095
"McDonald's","2017","Willoughby","US",-81.4281,41.6272
