"name","dateEstablished","city","country","longitude","latitude"
"Arby's","2019","West Henrietta","US",-77.716934,43.03925
"McDonald's","2019","Whitney Point","US",-75.97614,42.337944
"McDonald's","2019","Hilliard","US",-83.16116,40.02682
"Jersey Mike's Subs","2017","Hilliard","US",-83.1417,40.03168
"McDonald's","2019","Lansing","US",-84.5156,42.6824
"Primary AIM","2019","Cambridge","US",-81.56755,40.02729
"Rasor's Drive In","2017","Byesville","US",-81.53937,39.97008
"Wendy's","2019","Cambridge","US",-81.56755,40.02729
"Kfc","2019","Cambridge","US",-81.57718,40.00189
"Fundays","2016","New Philadelphia","US",-81.4511,40.50775
"Big Boy","2019","New Philadelphia","US",-81.47458,40.49292
"Jersey Mike's Subs","2019","New Philadelphia","US",-81.4726,40.49264
"Lee's Famous Recipe Chicken","2017","New Philadelphia","US",-81.44952,40.47889
"Larry's Dawg House","2019","Athens","US",-82.12055,39.33117
"Sonic Drive-In","2019","Athens","US",-82.09007,39.33205
"QDOBA Mexican Eats","2019","Athens","US",-82.07124,39.33688
"Chipotle Mexican Grill","2017","Elyria","US",-82.10498,41.39765
"Auntie Anne's Soft Pretzels","2019","Elyria","US",-82.06728,41.35033
"Frisch's Big Boy","2019","Dayton","US",-84.2184,39.68835
"Church's Chicken","2015","Roseville","US",-82.9381,42.4936
"Subway","2019","Dayton","US",-84.05781,39.72692
"Taco Bell","2019","West Chester","US",-84.46081,39.35394
"Chick-fil-A","2019","West Chester","US",-84.3611,39.3531
"Panera Bread","2017","West Chester","US",-84.42285,39.31993
"McDonald's","2016","Pontiac","US",-83.2797,42.6192
"Domino's Pizza","2019","Saint Clairsville","US",-80.91687,40.07606
"Sonic Drive-In","2019","Grove City","US",-83.04474,39.87836
"Panera Bread","2018","Grove City","US",-83.04369,39.87938
"Wendy's","2019","Livonia","US",-83.3525,42.3981
"George's Coney's Gyro's","2019","Grove City","US",-83.06665,39.87946
"Burger King","2019","Ashtabula","US",-80.82456,41.83604
"Wendy's","2019","Omaha","US",-96.1237,41.2928
"Pizza Hut","2019","Ashtabula","US",-80.81001,41.8578
"Subway","2019","Dublin","US",-83.138,40.0739
"Marino's Seafood","2019","Columbus","US",-83.03884,39.98863
"Neighborhood Sbarro","2019","Dublin","US",-83.16278,40.10463
"Bahn Thai Bistro","2018","Columbus","US",-83.07162,40.055798
"Panera Bread","2017","Dublin","US",-83.11463,40.1093
"Tweeters Wings","2019","Dublin","US",-83.12262,40.07343
"McDonald's","2019","Okoboji","US",-95.1262,43.3877
"Domino's Pizza","2016","Arkansas City","US",-97.0408,37.0882
"Jersey Mike's Subs","2016","Dayton","US",-84.1964,39.6304
"Melt Bar and Grilled","2019","Independence","US",-81.64411,41.39392
"Panera Bread","2017","Wooster","US",-81.94749,40.84755
"Domino's Pizza","2017","Logan","US",-111.8349,41.7532
"Pizza Hut","2015","Massillon","US",-81.48956,40.79836
"Carl's Jr.","2019","Nampa","US",-116.5724,43.5568
"Chick-fil-A","2017","Canton","US",-81.42753,40.85555
"Kfc","2019","Massillon","US",-81.50942,40.80002
"Pizza Hut","2016","Massillon","US",-81.51683,40.74852
"Jack in the Box","2016","Boise","US",-116.2432,43.5924
"Rally's","2019","Portsmouth","US",-82.97259,38.739
"Subway","2016","Lapel","US",-85.8541,40.0697
"Hardee's","2016","Logansport","US",-86.355,40.7543
"King Gyros","2016","La Porte","US",-86.7211,41.6115
"KFC","2019","Fort Wayne","US",-85.1362,41.0385
"Lee's Famous Recipe Chicken","2019","Middletown","US",-84.38988,39.52668
"Subway","2015","Mishawaka","US",-86.142,41.6631
"Panda Express","2016","Merrillville","US",-87.3371,41.4704
"Frisch's Big Boy Restaurant","2019","Heath","US",-82.43804,40.03067
"SUBWAY","2016","Kingston Springs","US",-87.101413,36.087829
"SONIC Drive-In","2016","Clarksville","US",-87.318382,36.6218
"McDonald's","2017","Franklin","US",-86.89496,35.92944
"McDonald's","2016","Blountville","US",-82.3895,36.5341
"McDonald's","2017","Memphis","US",-89.9072,35.091
"McDonald's","2017","Memphis","US",-89.859251,35.095409
"Smoke the Burger Joint","2017","North Canton","US",-81.44002,40.87932
"Moe's Southwest Grill","2017","North Canton","US",-81.42232,40.86126
"Taco Bell","2017","North Canton","US",-81.43806,40.87999
"Burger King - Temporarily Closed","2019","Cincinnati","US",-84.3053,39.0714
"McDonald's","2017","Hebron","US",-84.7024,39.0666
"Pizza Hut","2016","Lebanon","US",-84.1865,39.4494
"Twenty-Four Carrot Cuisine","2016","Highland","US",-87.4777,41.5376
"Domino's Pizza","2015","Indianapolis","US",-86.0369,39.8306
"Pizza Hut","2016","Camby","US",-86.3315,39.644
"Burger King","2019","Greenwood","US",-86.1083,39.605
"Wendy's","2019","Carmel","US",-86.2355,39.9396
"Culver's","2017","Greenfield","US",-85.7708,39.8115
"McDonald's","2015","Brownsburg","US",-86.3919,39.8562
"Hardee's","2015","Danville","US",-86.5159,39.7601
"McDonald's","2016","Tifton","US",-83.5036,31.4724
"Chipotle Mexican Grill","2017","Chillicothe","US",-82.97681,39.36164
"Taco Bell","2019","Chillicothe","US",-82.97641,39.35729
"Pizza Hut","2019","Hilo","US",-155.0664,19.6944
"Rally's","2018","Marion","US",-83.12898,40.59521
"Steak 'n Shake","2019","Marion","US",-83.07171,40.57942
"Five Guys Burgers Fries","2016","Warren","US",-80.74026,41.21082
"Buena Vista II","2017","Warren","US",-80.74122,41.26225
"Pizza Hut","2016","Warren","US",-80.78342,41.26586
"Jimmy John's","2019","Elyria","US",-82.07746,41.42006
"Subway","2019","Lorain","US",-82.17261,41.4714
"Panera Bread","2017","Findlay","US",-83.60865,41.05325
"Jimmy John's","2017","Grayslake","US",-88.032,42.3603
"McDonald's","2016","Gurnee","US",-87.9595,42.386
"Hot Head Burritos","2019","Zanesville","US",-82.01905,39.98074
"White Castle","2019","Zanesville","US",-81.88648,39.9408
"Sonic Drive-In","2019","Hamilton","US",-84.54962,39.38033
"Frisch's Big Boy Restaurant","2019","Hamilton","US",-84.58685,39.4171
"Pizza Hut","2016","Lafayette","US",-86.029671,36.533104
"Taco Bell","2015","Loudon","US",-84.389206,35.730614
"Chick-Fil-A","2018","Clarksville","US",-87.356,36.531
"Wendy's","2019","Orland Park","US",-87.7987,41.6027
"Chick-fil-A","2016","Middletown","US",-75.7322,39.4474
"Panera Bread","2017","Medina","US",-81.86148,41.1639
"Wendy's","2019","Silver Spring","US",-77.0768,39.0847
"Big Boy's Construction, Inc.","2016","Indianapolis","US",-86.06773,39.70358
"Panera Bread","2019","Sandusky","US",-82.66249,41.40587
"Manny's Restaurant","2019","Sandusky","US",-82.65123,41.39472
"McDonald's","2019","Frederick","US",-77.438,39.4397
"Bay Harbor","2018","Sandusky","US",-82.68034,41.477
"Five Guys","2017","Savannah","US",-81.0086,32.0436
"Subway","2016","Macon","US",-83.6723,32.8488
"Sonic Drive-In","2019","Rossville","US",-85.2765,34.9792
"Hardee's","2015","Leesburg","US",-84.1721,31.7262
"Wendy's","2015","Aiken","US",-81.7199,33.5232
"Pizza Hut","2016","Ocala","US",-82.1207,29.1868
"Gentile's Bakery - Deli - Catering","2019","Cleveland","US",-81.69288,41.40896
"Boston Market","2016","Melbourne","US",-80.6723,28.1462
"Pollo Tropical","2017","Fort Lauderdale","US",-80.2507,26.0912
"Taco Bell","2017","Bradenton","US",-82.4721,27.4517
"McDonald's","2019","Sebring","US",-81.4424,27.4704
"Burger King","2017","Daytona Beach","US",-81.0575,29.1969
"Moe's Southwest Grill","2017","Winter Park","US",-81.3656,28.5902
"Five Guys Burgers Fries","2019","Lancaster","US",-82.61969,39.73294
"Pizza Cottage","2019","Pickerington","US",-82.77704,39.90656
"Pollo Tropical","2017","Miami","US",-80.2654,25.8086
"Checkers","2014","Dade City","US",-82.187,28.3409
"KFC","2019","Saint Petersburg","US",-82.6474,27.8293
"Panera Bread","2017","Tampa","US",-82.5069,28.069
"Ralphie's Sports Eatery","2019","Lima","US",-84.07143,40.72943
"McDonald's","2019","Dunedin","US",-82.7587,28.019
"McDonald's","2019","Lake Worth","US",-80.1145,26.5712
"Piada Italian Street Food","2017","Dayton","US",-84.05405,39.77052
"Bud's Chicken & Seafood","2017","West Palm Beach","US",-80.229,26.7063
"40 Frisch's Big Boy Restaurant","2019","Springfield","US",-83.77512,39.92287
"Panera Bread","2017","Boynton Beach","US",-80.0913,26.5349
"McDonald's","2015","Boynton Beach","US",-80.0588,26.5124
"Jimmy John's","2016","Boca Raton","US",-80.1987,26.3678
"Fit Food Express LLC","2015","Delray Beach","US",-80.0702,26.4692
"Flying Tiger Chinese Restaurant","2019","Fairborn","US",-84.02763,39.82001
"SONIC Drive-In","2016","Logan","US",-111.83467,41.77452
"Panera Bread","2017","Dayton","US",-84.21553,39.63455
"Arby's","2017","Tremonton","US",-112.14054,41.68313
"Panera Bread","2017","Dayton","US",-84.10948,39.65112
"Panda Express","2016","Salt Lake City","US",-111.84478,40.76565
"China Cottage","2019","Dayton","US",-84.15628,39.65327
"Sonic Drive-In","2019","Pueblo","US",-104.6073,38.2587
"Chipotle Mexican Grill","2019","Toledo","US",-83.6448,41.69363
"Kfc","2019","Toledo","US",-83.56877,41.66403
"The Oasis Restaurant Delivery","2019","Toledo","US",-83.58675,41.70714
"Nick and Jimmy's Bar Grill","2019","Toledo","US",-83.63937,41.6977
"Fusian","2017","Toledo","US",-83.62273,41.68375
"McDonald's","2016","Boulder","US",-105.2551,39.9995
"Dairy Bar","2019","Ashland","US",-82.29598,40.87386
"Empress Express","2016","Mansfield","US",-82.55398,40.7589
"Panera Bread","2019","Youngstown","US",-80.76439,41.09951
"Wild Goats Cafe","2019","Kent","US",-81.360565,41.15378
"McDonald's","2017","Englewood","US",-104.8868,39.5958
"Suzie's Dogs Drafts","2019","Youngstown","US",-80.65031,41.10131
"Fireplace Restaurant Lounge","2019","Youngstown","US",-80.61342,40.98747
"KFC","2019","Brighton","US",-104.7579,39.972
"Wendy's","2019","Reno","US",-119.8369,39.604
"King Gyros Greek Restaurant","2019","Columbus","US",-82.87532,39.9677
"Domino's Pizza","2015","Tustin","US",-117.8236,33.7362
"Swenson's Drive In Restaurants","2019","Akron","US",-81.56932,41.11078
"Chipotle Mexican Grill","2017","Akron","US",-81.49487,40.98287
"Quiznos","2017","Akron","US",-81.51823,41.08328
"McDonald's","2014","Chula Vista","US",-117.0793,32.6037
"KFC","2017","San Diego","US",-117.1685,32.7893
"KFC Kentucky Fried Chicken","2017","San Diego","US",-117.0968,32.7551
"Panera Bread","2017","Akron","US",-81.63914,41.13604
"Tito's Mexican Grill","2019","Akron","US",-81.61412,41.13105
"Swensons Drivein","2019","Akron","US",-81.63998,41.13449
"Pizza Hut","2015","Canton","US",-81.38986,40.83931
"Sbarro","2017","Canton","US",-81.42753,40.85557
"Bob Evans","2017","Canton","US",-81.42092,40.79684
"Grinders Above Beyond","2017","Canton","US",-81.42355,40.83437
"Main Moon Chinese Restaurant","2019","Alliance","US",-81.09047,40.90261
"Chipotle Mexican Grill","2017","Canton","US",-81.43275,40.8552
"Penn Station East Coast Subs","2017","Canton","US",-81.43014,40.85533
"Asian Garden","2017","Canton","US",-81.44794,40.79426
"Top China Buffet","2017","Canton","US",-81.42504,40.79695
"Chipotle Mexican Grill","2015","Turlock","US",-120.8809,37.5206
"Jack in the Box","2016","Oakdale","US",-120.8444,37.7681
"Pizza Hut","2019","Van Wert","US",-84.59434,40.85916
"Ann Tony's Restaurant","2019","West Jefferson","US",-83.2632,39.94491
"Jersey Mike's Subs","2017","Bel Air","US",-76.35336,39.5272
"Chick-fil-A","2017","San Jose","US",-121.8599,37.3029
"Wingstop","2016","San Jose","US",-121.8428,37.3703
"McDonald's","2016","San Jose","US",-121.8651,37.3487
"The Original Pancake House","2016","San Jose","US",-122.032,37.2989
"McDonald's","2019","El Monte","US",-118.0269,34.093
"Jack in the Box","2015","Santa Fe Springs","US",-118.0894,33.9483
"KFC","2019","Huntington Beach","US",-117.9546,33.6854
"Checkers","2019","Bethlehem","US",-75.34653,40.64484
"Krispy Kreme","2016","Bakersfield","US",-119.1067,35.3838
"Carl's Jr.","2019","Bakersfield","US",-119.0561,35.3185
"Chick-fil-A","2018","Sacramento","US",-121.4923,38.4663
"Louisiana Fried Chicken","2015","Sacramento","US",-121.4364,38.4743
"Awful Annie's","2019","Auburn","US",-121.0784,38.8952
"Juicy Burger","2015","Porterville","US",-119.0188,36.0791
"Moo Moo's Burger Barn","2016","Lodi","US",-121.2737,38.1359
"KFC","2019","Fremont","US",-122.0101,37.5595
"Krispy Kreme","2016","Daly City","US",-122.4715,37.6888
"Sonic Drive-In","2019","Olive Branch","US",-89.8291,34.9622
"McDonald's","2019","Horn Lake","US",-90.0179,34.9632
"SUBWAY","2017","Jasper","US",-93.1908,36.007
"Wendy's","2019","Cabot","US",-92.031,34.9786
"Carl's Jr.","2015","San Bernardino","US",-117.2545,34.1356
"Burger King","2018","Blythe","US",-114.6058,33.6049
"Whataburger","2016","Tucson","US",-110.968,32.1762
"Carl's Jr","2015","Tucson","US",-110.9623,32.2869
"Church's Chicken","2015","Birmingham","US",-86.6876,33.6111
"Jimmy John's","2017","Tuscaloosa","US",-87.5697,33.2061
"Dinners Delivery","2015","Huntsville","US",-86.5902,34.7102
"KFC","2019","Madison","US",-86.7539,34.6764
"Canton House","2017","Juneau","US",-134.5751,58.3636
"Ny Chicken & Fish","2016","Hyattsville","US",-76.902,38.9319
"McDonald's","2019","Flint","US",-83.6396,43.0335
"McDonald's","2019","Chelsea","US",-84.0242,42.2988
"Wendy's","2019","Newaygo","US",-85.8013,43.4055
"Taco Bell","2017","Lowell","US",-85.36,42.9316
"McDonald's","2017","Holt","US",-84.5291,42.6519
"Taco Bell","2018","South Lyon","US",-83.6508,42.4441
"Burger King","2015","Warren","US",-82.9875,42.523
"Burger King","2016","Wixom","US",-83.5367,42.4953
"McDonald's","2017","Bellevue","US",-95.9678,41.1401
"Jimmy John's","2017","Omaha","US",-96.0667,41.318
"Taco John's","2016","Sioux City","US",-96.417,42.5093
"Domino's Pizza","2016","Topeka","US",-95.6521,39.0154
"Gold Star Chili","2017","Dayton","US",-84.1301,39.8156
"Domino's Pizza","2015","Dayton","US",-84.1986,39.8162
"Tony's Italian Kitchen","2016","Englewood","US",-84.294,39.8688
"Waffle House","2016","Brookville","US",-84.4248,39.8449
"China Cottage","2017","Dayton","US",-84.1563,39.6533
"KFC","2015","Dayton","US",-84.2528,39.7497
"Chick-fil-A","2017","Dayton","US",-84.1084,39.6618
"Burger King","2017","Lawrence","US",-95.3027,38.972
"Burger King","2017","Wichita","US",-97.3353,37.7029
"McDonald's","2019","Kansas City","US",-94.6254,39.0873
"Jack in the Box","2015","Nampa","US",-116.6043,43.6067
"Carl's Jr.","2017","Boise","US",-116.1927,43.6086
"Jack in the Box","2017","Garden City","US",-116.2773,43.6677
"Taco Bell","2014","Boise","US",-116.2626,43.6189
"Taco Bell","2017","Boise","US",-116.1931,43.5949
"Domino's Pizza","2017","Boise","US",-116.2143,43.5819
"Panda Express","2015","Anderson","US",-85.6527,40.0673
"Bob Evans Restaurant","2016","Plymouth","US",-86.3116,41.3603
"Burger King","2017","West Terre Haute","US",-87.4573,39.4637
"Rally's","2017","Fort Wayne","US",-85.1351,41.1221
"Burger King","2015","Louisville","US",-85.5396,38.2154
"Skyline Chili","2017","Louisville","US",-85.5778,38.2413
"QDOBA Mexican Eats","2019","Louisville","US",-85.6411,38.2331
"McDonald's","2019","Brandenburg","US",-86.1633,37.9808
"Subway","2016","Mishawaka","US",-86.1768,41.6188
"KFC","2019","Mishawaka","US",-86.2124,41.658
"Burger King","2015","Elkhart","US",-86.0028,41.6747
"Checkers Drive-In Rstrnt Inc","2019","Florence","US",-84.6371,38.9905
"Skyline Chili","2019","Cincinnati","US",-84.6075,39.1305
"Gold Star Chili","2017","Amelia","US",-84.2083,39.0213
"Gold Star Chili","2017","Franklin","US",-84.2891,39.5639
"Panera Bread","2017","Cincinnati","US",-84.4288,39.1461
"Panera Bread","2017","Cincinnati","US",-84.3704,39.2041
"Panera Bread","2018","West Chester","US",-84.3617,39.3531
"Pop's Italian Beef & Sausage","2017","Crown Point","US",-87.3639,41.4307
"KFC","2016","Gary","US",-87.3375,41.5945
"White Castle","2016","Munster","US",-87.5098,41.5391
"Red Robin Gourmet Burgers","2015","Schererville","US",-87.471,41.4971
"QDOBA Mexican Eats","2017","Carmel","US",-86.1305,39.9984
"Wendy's","2015","Mattoon","US",-88.3304,39.4849
"Wendy's","2019","Tifton","US",-83.5344,31.4484
"Lahaina Pizza Company","2017","Lahaina","US",-156.6785,20.8741
"Teddy's Bigger Burgers","2017","Honolulu","US",-157.7046,21.2774
"KFC","2019","Belvidere","US",-88.8527,42.268
"Wendy's","2017","Walcott","US",-90.7816,41.6178
"Taco Bell","2016","Waukegan","US",-87.8555,42.4105
"McDonald's","2017","Lake Zurich","US",-88.1023,42.1871
"Panera Bread","2018","Schaumburg","US",-88.0446,42.0494
"Church's Chicken","2016","Philadelphia","US",-75.1514,40.0091
"McDonald's","2019","Silver Spring","US",-77.0139,39.0207
"Wendy's","2019","Germantown","US",-77.2702,39.1808
"McDonald's","2016","Takoma Park","US",-77.0019,38.9658
"McDonald's","2017","Gaithersburg","US",-77.2156,39.1449
"Waffle House","2016","Frederick","US",-77.4095,39.3895
"Popeye's Chicken & Biscuits","2019","Germantown","US",-77.2379,39.1826
"McDonald's","2019","Savannah","US",-81.1662,32.0487
"McDonald's","2019","Savannah","US",-81.065,32.0476
"McDonald's","2017","Savannah","US",-81.1068,32.0531
"Burger King","2017","Savannah","US",-81.1646,32.049
"Jersey Mike's Subs","2017","Okeechobee","US",-80.8357,27.2432
"Checkers","2017","Macon","US",-83.6304,32.8438
"Chick-fil-A","2019","Gainesville","US",-83.7964,34.3137
"Hardee's","2019","Dunlap","US",-85.3772,35.3889
"Dairy Queen Grill & Chill","2018","Bainbridge","US",-84.5809,30.9037
"McDonald's","2019","Waynesboro","US",-82.0228,33.1011
"Subway","2017","Valdosta","US",-83.2726,30.7531
"Wendy's","2015","Dalton","US",-84.9948,34.7609
"Pizza Hut","2016","Hodgenville","US",-85.736916,37.582933
"McDonald's","2016","Lawrenceburg","US",-84.91873,38.06794
"Whataburger","2015","Tallahassee","US",-84.2778,30.4544
"Wendy's","2019","Tallahassee","US",-84.2834,30.4647
"Chick-fil-A","2016","Tallahassee","US",-84.3105,30.4488
"McDonald's","2019","Kissimmee","US",-81.6288,28.3462
"Hardee's","2016","Gainesville","US",-82.4205,29.6602
"Burger King","2016","Vero Beach","US",-80.446,27.6393
"Sonic Drive-In","2019","Fort Morgan","US",-103.8032,40.2537
"Taco Bell","2017","Louisville","US",-85.509789,38.291732
"SUBWAY","2016","Owensboro","US",-87.143,37.75803
"Pizza Hut","2016","Ocala","US",-82.023,29.1126
"Hardee's","2017","Ocala","US",-82.1632,29.1661
"Domino's Pizza","2015","Ocala","US",-82.279,29.0571
"McDonald's","2017","Horse Cave","US",-85.935347,37.201389
"Taco Bell","2019","Cocoa","US",-80.7555,28.3959
"Wendy's","2017","Satellite Beach","US",-80.5948,28.1382
"Lime Fresh Mexican Grill","2017","Fort Lauderdale","US",-80.252,26.111
"ABC Chinese Restaurant","2019","Deerfield Beach","US",-80.1297,26.3181
"McDonald's","2015","Sarasota","US",-82.4584,27.3373
"Panera Bread","2016","Sebring","US",-81.4885,27.4993
"Burger King","2015","DeLand","US",-81.3032,28.9958
"McDonald's","2019","Ormond Beach","US",-81.1286,29.3331
"Wendy's","2015","Crestview","US",-86.5684,30.7235
"Pizza Hut","2017","Kissimmee","US",-81.4491,28.1456
"McDonald's","2019","Orlando","US",-81.3977,28.5318
"Taco Bell","2017","Miami","US",-80.1663,25.9255
"Panera Bread","2017","Pompano Beach","US",-80.2503,26.2562
"SUBWAY","2017","Riverview","US",-82.3236,27.8936
"McDonald's","2015","Tampa","US",-82.4386,27.9967
"McDonald's","2015","Sun City Center","US",-82.3367,27.7129
"Sonic Drive-In","2016","Tampa","US",-82.4371,28.054
"Gyros King Subs & Salads","2017","Palm Harbor","US",-82.7729,28.0925
"Chick-fil-A","2015","Tampa","US",-82.5062,27.9388
"KFC","2016","Port Richey","US",-82.7083,28.2943
"Church's Chicken","2015","Clearwater","US",-82.7754,27.9608
"Rick's on the River","2016","Tampa","US",-82.4739,27.9635
"Panera Bread","2018","Largo","US",-82.8189,27.9162
"Waffle House","2017","Brandon","US",-82.315,27.924
"Panera Bread","2017","Brandon","US",-82.3261,27.9318
"Panera Bread","2018","Saint Petersburg","US",-82.6388,27.79
"McDonald's","2016","Brooksville","US",-82.4074,28.537
"McDonald's","2017","Tampa","US",-82.3941,28.0115
"Wendy's","2017","West Palm Beach","US",-80.2009,26.6856
"Chipotle Mexican Grill","2016","Boca Raton","US",-80.1561,26.3502
"Panera Bread","2016","Boca Raton","US",-80.2063,26.3699
"Bud's Chicken & Seafood","2016","Lake Worth","US",-80.1184,26.6185
"Pollo Tropical","2016","Lake Worth","US",-80.1109,26.6186
"Pollo Tropical","2016","Delray Beach","US",-80.0828,26.4392
"Bud's Chicken & Seafood","2015","Boynton Beach","US",-80.0592,26.5294
"Taco Bell","2017","Fernandina Beach","US",-81.4587,30.6442
"Waffle House","2015","Fort Pierce","US",-80.3843,27.4175
"Burger King","2015","Fort Pierce","US",-80.3938,27.4147
"Eddie's Chinese Take Out","2017","Winter Haven","US",-81.7308,28.0079
"Chinese To Go","2016","Davenport","US",-81.6646,28.3129
"McDonald's","2016","Lake Wales","US",-81.5987,27.9002
"McDonald's","2015","Lake Wales","US",-81.6229,27.96
"Subway","2019","Portersville","US",-80.14551,40.96519
"Burger King","2015","Fort Myers","US",-81.832,26.4663
"McDonald's","2016","Bonita Springs","US",-81.753,26.332
"East Coast Pizza","2015","Pueblo","US",-104.6342,38.3101
"Sonic Drive-In","2019","Montrose","US",-107.8655,38.4555
"Burger King","2019","Wellington","US",-104.9995,40.7043
"Chipotle Mexican Grill","2016","Findlay","US",-83.591056,41.055545
"McDonald's","2019","Peyton","US",-104.6101,38.9375
"Dairy Queen","2019","Delmont","US",-79.57254,40.41024
"Fox's Pizza Den","2019","Eldred","US",-78.37597,41.94147
"Skippers-Vancouver","2016","Vancouver","US",-122.66435,45.66873
"Laughing Planet Cafe","2017","Portland","US",-122.68064,45.52834
"Michael's Italian Beef","2019","Portland","US",-122.6543,45.52267
"Domino's Pizza","2017","Merced","US",-120.4725,37.3177
"Valentino's Pizzeria Restaurant","2019","Pottstown","US",-75.68939,40.24655
"Nathan's Famous Hot Dogs","2019","Norristown","US",-75.43389,40.12874
"Panda Express","2016","Napa","US",-122.2746,38.284
"Chick-fil-A","2019","Norristown","US",-75.40431,40.12788
"Donavitos Restaurant Catering Company","2019","Struthers","US",-80.58822,41.05649
"McDonald's","2017","Fresno","US",-119.7901,36.7587
"High Tech Burrito","2015","Santa Rosa","US",-122.6859,38.4431
"Subway","2019","Meadville","US",-80.15523,41.63119
"Carl's Jr.","2015","Camarillo","US",-119.0704,34.2215
"Panda Express","2016","Simi Valley","US",-118.7931,34.2814
"Grub Burger Bar","2019","Willow Grove","US",-75.11587,40.14427
"Holy Hot Dog","2019","Warren","US",-80.74139,41.26358
"Chick-fil-A","2016","Warren","US",-80.7398,41.21784
"Jimmy John's","2019","Youngstown","US",-80.64922,41.10468
"McDonald's","2015","Modesto","US",-121.0001,37.6392
"Five Guys","2015","Salinas","US",-121.6544,36.7127
"Taco Bell","2019","Salinas","US",-121.6534,36.704
"Taco Bell","2019","El Centro","US",-115.5507,32.7716
"Franky's","2017","Chico","US",-121.8437,39.7242
"Happy Garden Restaurant","2016","Chico","US",-121.8544,39.7515
"Sarafino's Pasta Pizza","2019","Pittsburgh","US",-80.06555,40.43557
"Round Table Pizza","2016","San Jose","US",-121.8778,37.2624
"Sushi Boat Town","2016","San Jose","US",-121.7751,37.226
"Dairy Queen Grill Chill","2019","Tannersville","US",-75.30284,41.03506
"Da Vita San Jose Pd Dialysis","2017","San Jose","US",-121.98,37.3228
"Jack in the Box","2017","San Pablo","US",-122.3451,37.9658
"McDonald's","2016","Concord","US",-121.9866,37.9621
"Hardee's","2019","Myerstown","US",-76.30946,40.37769
"JJ Fish and Chicken","2016","Richmond","US",-122.3353,37.9337
"KFC","2016","Lomita","US",-118.3102,33.7785
"McDonald's","2019","Lancaster","US",-118.0952,34.6893
"McDonald's","2016","Long Beach","US",-118.1889,33.7901
"Sheung Garden","2019","Perkasie","US",-75.27769,40.3828
"Domino's Pizza","2017","Santa Barbara","US",-119.8097,34.4357
"Jimmy John's","2019","Harrisburg","US",-76.8238,40.27703
"KFC","2017","Placerville","US",-120.8079,38.7279
"McDonald's","2015","South Lake Tahoe","US",-120.0033,38.9124
"Burger King","2015","Daly City","US",-122.4676,37.6771
"Wendy's","2019","Butler","US",-79.9297,40.87055
"McDonald's","2019","Butler","US",-79.90272,40.862095
"McDonald's","2017","Mill Valley","US",-122.5161,37.8907
"Taco Bell","2019","Memphis","US",-89.8591,35.0966
"McDonald's","2019","Pineville","US",-94.2804,36.5092
"Panera Bread","2019","San Bernardino","US",-117.262,34.0692
"KFC","2019","Moreno Valley","US",-117.2434,33.9424
"Hong Kong Restaurant","2019","West Chester","US",-75.59433,40.00966
"J C Chinese Restaurant","2019","Berwick","US",-76.23431,41.05416
"Crispy Chicken","2017","Andalusia","US",-86.4676,31.3112
"Bates House Of Turkey Inc","2016","Greenville","US",-86.6413,31.8531
"Burger King","2019","Montgomery","US",-86.2143,32.4062
"Fox's Pizza Den","2019","Dover","US",-76.84104,39.99425
"McDonald's","2017","Cumming","US",-84.0893,34.2535
"McDonald's","2016","Adairsville","US",-84.9149,34.3764
"McDonald's","2019","Uniontown","US",-79.74023,39.90678
"Uncle Maddio's Pizza Joint","2015","Auburn","US",-85.4817,32.6001
"McDonald's","2019","Daphne","US",-87.8532,30.6663
"McDonald's","2019","Mobile","US",-88.2251,30.6842
"Five Guys Burgers Fries","2015","Mechanicsburg","US",-76.9665,40.23707
"Five Guys","2016","Montgomery","US",-86.2646,32.355
"Chick-fil-A","2019","Montgomery","US",-86.2065,32.3844
"Moe's Southwest Grill","2017","Birmingham","US",-86.7993,33.3797
"Hardee's","2016","Fultondale","US",-86.7973,33.6096
"McDonald's","2018","Seminole","US",-96.67124,35.23741
"Domino's Pizza","2018","Tuscaloosa","US",-87.5042,33.2061
"Domino's Pizza","2016","Madison","US",-86.7817,34.7481
"Island Soul","2015","Huntsville","US",-86.595,34.7475
"Auntie Anne's Soft Pretzels","2019","Altoona","US",-78.4148,40.46807
"Wendy's","2016","Madison","US",-86.7482,34.6787
"Subway","2019","Altoona","US",-78.39785,40.52164
"Quiznos","2016","Edmond","US",-97.471489,35.655104
"Jersey Mike's Subs","2019","Stillwater","US",-97.05145,36.13874
"Chipotle Mexican Grill","2019","Arlington","US",-77.1123,38.8798
"Chick-Fil-A","2015","Lawton","US",-98.4256,34.6238
"Subway","2016","Centreville","US",-85.5252,41.9237
"McDonald's","2017","Dexter","US",-83.8787,42.295
"Wendy's","2016","Ypsilanti","US",-83.6292,42.2518
"Wendy's","2015","Comstock Park","US",-85.6888,43.0719
"McDonald's","2016","Charlotte","US",-84.8295,42.5669
"Taco Bell","2018","Grand Ledge","US",-84.7333,42.7413
"Taco Bell","2015","Saint Johns","US",-84.5469,42.9918
"QDOBA Mexican Eats","2019","Portage","US",-85.5898,42.2177
"McDonald's","2019","Pittsburgh","US",-80.06235,40.49207
"Gyro X-Press","2019","York","US",-76.6802,39.97496
"Burger King","2019","Watervliet","US",-86.2612,42.1795
"Wendy's","2015","Benton Harbor","US",-86.4371,42.0828
"Domino's Pizza","2019","Reading","US",-75.93277,40.38859
